file,cluster_id,center_x,center_y,center_z,size_x,size_y,size_z,yaw_rad
shell_004.ply,0,4.868845,5.479251,4.549092,3.668019,2.425230,3.841381,-1.681046
door_004.ply,0,3.758526,4.044506,3.839983,0.277116,0.234661,1.920458,-1.879044
window_004.ply,0,5.762452,5.925028,4.151284,0.149713,0.006580,0.033908,-1.608867
window_004.ply,1,5.389301,5.921090,4.458563,0.054339,0.013744,0.038127,0.437740
