file,cluster_id,center_x,center_y,center_z,size_x,size_y,size_z,yaw_rad
shell_003.ply,0,3.545139,7.632913,4.787648,5.557796,2.876193,4.318491,0.173698
door_003.ply,0,4.289350,7.559858,4.026518,0.901163,0.791374,1.992387,0.435881
door_003.ply,1,3.101710,8.615708,3.992327,0.689537,0.477312,2.036366,-1.235389
door_003.ply,2,3.984496,8.856308,3.968448,0.865194,0.807929,2.084866,-2.202852
