file,cluster_id,center_x,center_y,center_z,size_x,size_y,size_z,yaw_rad
shell_006.ply,0,5.366258,3.355746,1.362180,6.994101,1.382684,2.932428,-1.612041
window_006.ply,0,5.250566,0.016340,1.919376,1.079581,0.236524,1.258427,-0.070890
door_006.ply,0,5.229054,0.285862,0.971775,1.219063,0.835564,2.151660,-0.099424
