file,cluster_id,center_x,center_y,center_z,size_x,size_y,size_z,yaw_rad
table_005.ply,0,1.413435,6.295362,2.759160,0.434333,0.193989,0.014746,-0.715001
table_005.ply,1,1.492116,6.304872,2.852263,0.389856,0.292333,0.012474,-0.775402
shell_005.ply,0,2.045624,4.935238,4.737391,4.444385,2.361350,4.217992,-1.435503
door_005.ply,0,2.593797,5.654613,3.870012,0.863298,0.144893,1.920554,0.102955
window_005.ply,0,2.887107,5.281331,4.785820,0.845705,0.211539,0.270497,-1.602759
