file,cluster_id,center_x,center_y,center_z,size_x,size_y,size_z,yaw_rad
shell_004.ply,0,1.461389,6.331371,1.362168,2.413632,2.238314,2.932452,-0.918290
table_004.ply,0,1.413435,6.295362,2.759160,0.434333,0.193989,0.014746,-0.715001
door_004.ply,0,1.587725,5.640233,1.187374,1.379594,0.226767,1.945654,-0.020743
window_004.ply,0,2.156112,5.839219,0.013130,0.235553,0.043523,0.086131,-0.087822
